manifold_e,manifold_nu,fitness,fit_e,fit_nu
m010,m011,1.332611,0.3193,0.3213
m010,m006,1.346766,0.3193,0.3206
m010,m007,1.349322,0.3193,0.3224
m010,m009,1.346643,0.3193,0.3237
m010,m016,1.352749,0.3193,0.3223
m010,m007,1.356393,0.3193,0.3259
m010,m006,1.338168,0.3193,0.3215
m010,m017,1.341695,0.3193,0.3198
m010,m006,1.345618,0.3193,0.3188
m010,m011,1.33925,0.3193,0.3207
m010,m006,1.335595,0.3193,0.3213
m010,m006,1.342866,0.3193,0.3194
m010,m009,1.347403,0.3193,0.321
m010,m006,1.34952,0.3193,0.3226
m010,m006,1.336795,0.3193,0.321
m010,m017,1.344054,0.3193,0.3227
m010,m023,1.354185,0.3193,0.3228
m010,m007,1.347554,0.3193,0.3195
m010,m006,1.351271,0.3193,0.3206
m010,m036,1.333445,0.3193,0.3226
m010,m015,1.333654,0.3193,0.3215
m010,m016,1.344988,0.3193,0.3247
m010,m010,1.343396,0.3193,0.3201
m010,m019,1.35568,0.3193,0.3267
m010,m011,1.33646,0.3193,0.3204
m010,m010,1.331873,0.3193,0.323
m010,m007,1.344781,0.3193,0.3212
m010,m010,1.345747,0.3193,0.3204
m010,m016,1.335236,0.3193,0.3219
m010,m009,1.347424,0.3193,0.3218
m010,m009,1.333702,0.3193,0.322
m010,m007,1.331969,0.3193,0.3215
m010,m015,1.33966,0.3193,0.3223
m010,m010,1.349903,0.3193,0.3239
m010,m016,1.342493,0.3193,0.3223
m011,m003,1.338818,0.3207,0.3201
m011,m003,1.329097,0.3207,0.3197
m011,m007,1.335459,0.3207,0.321
m011,m003,1.338956,0.3207,0.3194
m011,m004,1.344346,0.3207,0.3254
m011,m004,1.331277,0.3207,0.3192
m011,m009,1.343696,0.3207,0.3218
m011,m003,1.326398,0.3207,0.3204
m011,m003,1.335788,0.3207,0.3197
m011,m004,1.32947,0.3207,0.3224
m011,m004,1.339116,0.3207,0.3193
m011,m004,1.337149,0.3207,0.3201
m011,m003,1.325735,0.3207,0.3215
m011,m007,1.33976,0.3207,0.3233
m011,m007,1.318697,0.3207,0.3236
m011,m007,1.341809,0.3207,0.3212
m011,m006,1.333493,0.3207,0.3198
m011,m003,1.329648,0.3207,0.3204
m011,m006,1.343229,0.3207,0.3224
m011,m015,1.342058,0.3207,0.3208
m011,m007,1.335679,0.3207,0.3274
m011,m009,1.325893,0.3207,0.321
m011,m010,1.328807,0.3207,0.3199
m011,m009,1.318427,0.3207,0.327
m011,m011,1.323399,0.3207,0.3213
m011,m006,1.337825,0.3207,0.3206
m011,m007,1.340352,0.3207,0.3224
m011,m009,1.337605,0.3207,0.3237
m011,m016,1.343852,0.3207,0.3223
m011,m007,1.347399,0.3207,0.3259
m011,m006,1.328947,0.3207,0.3215
m011,m017,1.332516,0.3207,0.3198
m011,m006,1.336573,0.3207,0.3188
m011,m010,1.33628,0.3207,0.3193
m011,m006,1.326577,0.3207,0.3213
m011,m006,1.333791,0.3207,0.3194
m011,m009,1.338436,0.3207,0.321
m011,m006,1.340651,0.3207,0.3226
m011,m006,1.327608,0.3207,0.321
m011,m017,1.335046,0.3207,0.3227
m011,m023,1.345241,0.3207,0.3228
m011,m007,1.338575,0.3207,0.3195
m011,m006,1.342275,0.3207,0.3206
m011,m036,1.324248,0.3207,0.3226
m011,m015,1.324582,0.3207,0.3215
m011,m016,1.335872,0.3207,0.3247
m011,m010,1.334448,0.3207,0.3201
m011,m019,1.346632,0.3207,0.3267
m011,m011,1.327272,0.3207,0.3204
m011,m010,1.322672,0.3207,0.323
m011,m007,1.335818,0.3207,0.3212
m011,m010,1.336646,0.3207,0.3204
m011,m016,1.32607,0.3207,0.3219
m011,m009,1.338447,0.3207,0.3218
m011,m009,1.324648,0.3207,0.322
m011,m007,1.322836,0.3207,0.3215
m011,m015,1.330703,0.3207,0.3223
m011,m010,1.340823,0.3207,0.3239
m011,m016,1.333419,0.3207,0.3223
m006,m003,1.332843,0.3213,0.3201
m006,m003,1.323124,0.3213,0.3197
m006,m007,1.329485,0.3213,0.321
m006,m003,1.33304,0.3213,0.3194
m006,m004,1.338673,0.3213,0.3254
m006,m004,1.325305,0.3213,0.3192
m006,m009,1.337828,0.3213,0.3218
m006,m003,1.32029,0.3213,0.3204
m006,m003,1.32991,0.3213,0.3197
m006,m004,1.323601,0.3213,0.3224
m006,m004,1.3332,0.3213,0.3193
m006,m004,1.331313,0.3213,0.3201
m006,m003,1.3196,0.3213,0.3215
m006,m007,1.33401,0.3213,0.3233
m006,m007,1.31255,0.3213,0.3236
m006,m007,1.335877,0.3213,0.3212
m006,m006,1.327601,0.3213,0.3198
m006,m003,1.323656,0.3213,0.3204
m006,m006,1.337455,0.3213,0.3224
m006,m015,1.336144,0.3213,0.3208
m006,m007,1.330005,0.3213,0.3274
m006,m009,1.319845,0.3213,0.321
m006,m010,1.322716,0.3213,0.3199
m006,m009,1.312228,0.3213,0.327
m006,m011,1.317264,0.3213,0.3213
m006,m006,1.331979,0.3213,0.3206
m006,m007,1.334487,0.3213,0.3224
m006,m009,1.331658,0.3213,0.3237
m006,m016,1.338082,0.3213,0.3223
m006,m007,1.341558,0.3213,0.3259
m006,m006,1.322819,0.3213,0.3215
m006,m017,1.326441,0.3213,0.3198
m006,m006,1.330632,0.3213,0.3188
m006,m010,1.330282,0.3213,0.3193
m006,m011,1.324199,0.3213,0.3207
m006,m006,1.327808,0.3213,0.3194
m006,m009,1.332567,0.3213,0.321
m006,m006,1.33488,0.3213,0.3226
m006,m006,1.321505,0.3213,0.321
m006,m017,1.329117,0.3213,0.3227
m006,m023,1.339437,0.3213,0.3228
m006,m007,1.332702,0.3213,0.3195
m006,m006,1.336406,0.3213,0.3206
m006,m036,1.318123,0.3213,0.3226
m006,m015,1.318566,0.3213,0.3215
m006,m016,1.329849,0.3213,0.3247
m006,m010,1.328579,0.3213,0.3201
m006,m019,1.340735,0.3213,0.3267
m006,m011,1.321168,0.3213,0.3204
m006,m010,1.316539,0.3213,0.323
m006,m007,1.329937,0.3213,0.3212
m006,m010,1.330653,0.3213,0.3204
m006,m016,1.319977,0.3213,0.3219
m006,m009,1.332565,0.3213,0.3218
m006,m009,1.318646,0.3213,0.322
m006,m007,1.316763,0.3213,0.3215
m006,m015,1.324804,0.3213,0.3223
m006,m010,1.33486,0.3213,0.3239
m006,m016,1.327426,0.3213,0.3223
m006,m003,1.343841,0.3194,0.3201
m006,m003,1.334078,0.3194,0.3197
m006,m007,1.340461,0.3194,0.321
m006,m003,1.343955,0.3194,0.3194
m006,m004,1.349267,0.3194,0.3254
m006,m004,1.336267,0.3194,0.3192
m006,m009,1.348695,0.3194,0.3218
m006,m003,1.331433,0.3194,0.3204
m006,m003,1.340754,0.3194,0.3197
m006,m004,1.334401,0.3194,0.3224
m006,m004,1.344116,0.3194,0.3193
m006,m004,1.342103,0.3194,0.3201
m006,m003,1.330778,0.3194,0.3215
m006,m007,1.344684,0.3194,0.3233
m006,m007,1.323725,0.3194,0.3236
m006,m007,1.346826,0.3194,0.3212
m006,m006,1.338454,0.3194,0.3198
m006,m003,1.334638,0.3194,0.3204
m006,m006,1.348186,0.3194,0.3224
m006,m015,1.347071,0.3194,0.3208
m006,m007,1.340546,0.3194,0.3274
m006,m009,1.330895,0.3194,0.321
m006,m010,1.333842,0.3194,0.3199
m006,m009,1.32347,0.3194,0.327
m006,m011,1.328438,0.3194,0.3213
m006,m006,1.342785,0.3194,0.3206
m006,m007,1.345326,0.3194,0.3224
m006,m009,1.342595,0.3194,0.3237
m006,m016,1.348813,0.3194,0.3223
m006,m007,1.352402,0.3194,0.3259
m006,m006,1.333997,0.3194,0.3215
m006,m017,1.337558,0.3194,0.3198
m006,m006,1.341572,0.3194,0.3188
m006,m010,1.341302,0.3194,0.3193
m006,m011,1.335177,0.3194,0.3207
m006,m006,1.331542,0.3194,0.3213
m006,m009,1.343406,0.3194,0.321
m006,m006,1.34559,0.3194,0.3226
m006,m006,1.332642,0.3194,0.321
m006,m017,1.34002,0.3194,0.3227
m006,m023,1.350223,0.3194,0.3228
m006,m007,1.343553,0.3194,0.3195
m006,m006,1.347269,0.3194,0.3206
m006,m036,1.32928,0.3194,0.3226
m006,m015,1.329565,0.3194,0.3215
m006,m016,1.340887,0.3194,0.3247
m006,m010,1.339403,0.3194,0.3201
m006,m019,1.351651,0.3194,0.3267
m006,m011,1.332307,0.3194,0.3204
m006,m010,1.327702,0.3194,0.323
m006,m007,1.340779,0.3194,0.3212
m006,m010,1.341665,0.3194,0.3204
m006,m016,1.331092,0.3194,0.3219
m006,m009,1.343419,0.3194,0.3218
m006,m009,1.329624,0.3194,0.322
m006,m007,1.327841,0.3194,0.3215
m006,m015,1.33565,0.3194,0.3223
m006,m010,1.345838,0.3194,0.3239
m006,m016,1.338416,0.3194,0.3223
m009,m003,1.347735,0.321,0.3201
m009,m003,1.337855,0.321,0.3197
m009,m007,1.344291,0.321,0.321
m009,m003,1.347924,0.321,0.3194
m009,m004,1.353594,0.321,0.3254
m009,m004,1.340072,0.321,0.3192
m009,m009,1.352783,0.321,0.3218
m009,m003,1.335044,0.321,0.3204
m009,m003,1.344717,0.321,0.3197
m009,m004,1.338274,0.321,0.3224
m009,m004,1.348088,0.321,0.3193
m009,m004,1.346134,0.321,0.3201
m009,m003,1.334347,0.321,0.3215
m009,m007,1.348834,0.321,0.3233
m009,m007,1.327213,0.321,0.3236
m009,m007,1.350807,0.321,0.3212
m009,m006,1.34237,0.321,0.3198
m009,m003,1.33839,0.321,0.3204
m009,m006,1.352378,0.321,0.3224
m009,m015,1.351082,0.321,0.3208
m009,m007,1.344698,0.321,0.3274
m009,m009,1.334552,0.321,0.321
m009,m010,1.337497,0.321,0.3199
m009,m009,1.326875,0.321,0.327
m009,m011,1.331991,0.321,0.3213
m009,m006,1.346805,0.321,0.3206
m009,m007,1.349341,0.321,0.3224
m009,m009,1.346451,0.321,0.3237
m009,m016,1.353025,0.321,0.3223
m009,m007,1.356561,0.321,0.3259
m009,m006,1.337602,0.321,0.3215
m009,m017,1.341269,0.321,0.3198
m009,m006,1.345483,0.321,0.3188
m009,m010,1.345143,0.321,0.3193
m009,m011,1.338934,0.321,0.3207
m009,m006,1.33529,0.321,0.3213
m009,m006,1.342614,0.321,0.3194
m009,m006,1.349733,0.321,0.3226
m009,m006,1.33626,0.321,0.321
m009,m017,1.343873,0.321,0.3227
m009,m023,1.354413,0.321,0.3228
m009,m007,1.347566,0.321,0.3195
m009,m006,1.35134,0.321,0.3206
m009,m036,1.332831,0.321,0.3226
m009,m015,1.333239,0.321,0.3215
m009,m016,1.344629,0.321,0.3247
m009,m010,1.343356,0.321,0.3201
m009,m019,1.355712,0.321,0.3267
m009,m011,1.33593,0.321,0.3204
m009,m010,1.331232,0.321,0.323
m009,m007,1.344721,0.321,0.3212
m009,m010,1.345501,0.321,0.3204
m009,m016,1.334695,0.321,0.3219
m009,m009,1.34739,0.321,0.3218
m009,m009,1.333306,0.321,0.322
m009,m007,1.331445,0.321,0.3215
m009,m015,1.339497,0.321,0.3223
m009,m010,1.349731,0.321,0.3239
m009,m016,1.342184,0.321,0.3223
m006,m003,1.348587,0.3226,0.3201
m006,m003,1.338614,0.3226,0.3197
m006,m007,1.345093,0.3226,0.321
m006,m003,1.348858,0.3226,0.3194
m006,m004,1.354905,0.3226,0.3254
m006,m004,1.340855,0.3226,0.3192
m006,m009,1.353831,0.3226,0.3218
m006,m003,1.33562,0.3226,0.3204
m006,m003,1.34566,0.3226,0.3197
m006,m004,1.339147,0.3226,0.3224
m006,m004,1.349025,0.3226,0.3193
m006,m004,1.347147,0.3226,0.3201
m006,m003,1.334881,0.3226,0.3215
m006,m007,1.349974,0.3226,0.3233
m006,m007,1.327677,0.3226,0.3236
m006,m007,1.351747,0.3226,0.3212
m006,m006,1.34327,0.3226,0.3198
m006,m003,1.339123,0.3226,0.3204
m006,m006,1.353544,0.3226,0.3224
m006,m015,1.352051,0.3226,0.3208
m006,m007,1.345867,0.3226,0.3274
m006,m009,1.335187,0.3226,0.321
m006,m010,1.338115,0.3226,0.3199
m006,m009,1.327254,0.3226,0.327
m006,m011,1.332511,0.3226,0.3213
m006,m006,1.347806,0.3226,0.3206
m006,m007,1.350331,0.3226,0.3224
m006,m009,1.347284,0.3226,0.3237
m006,m016,1.354208,0.3226,0.3223
m006,m007,1.357677,0.3226,0.3259
m006,m006,1.338167,0.3226,0.3215
m006,m017,1.341939,0.3226,0.3198
m006,m006,1.346362,0.3226,0.3188
m006,m010,1.345945,0.3226,0.3193
m006,m011,1.339672,0.3226,0.3207
m006,m006,1.336029,0.3226,0.3213
m006,m006,1.343404,0.3226,0.3194
m006,m009,1.348376,0.3226,0.321
m006,m006,1.336844,0.3226,0.321
m006,m017,1.344709,0.3226,0.3227
m006,m023,1.355567,0.3226,0.3228
m006,m007,1.348551,0.3226,0.3195
m006,m006,1.352374,0.3226,0.3206
m006,m036,1.333355,0.3226,0.3226
m006,m015,1.333899,0.3226,0.3215
m006,m016,1.345342,0.3226,0.3247
m006,m010,1.344295,0.3226,0.3201
m006,m019,1.356728,0.3226,0.3267
m006,m011,1.336518,0.3226,0.3204
m006,m010,1.331734,0.3226,0.323
m006,m007,1.345646,0.3226,0.3212
m006,m010,1.346302,0.3226,0.3204
m006,m016,1.33527,0.3226,0.3219
m006,m009,1.348338,0.3226,0.3218
m006,m009,1.333979,0.3226,0.322
m006,m007,1.332029,0.3226,0.3215
m006,m015,1.340339,0.3226,0.3223
m006,m010,1.350589,0.3226,0.3239
m006,m016,1.342929,0.3226,0.3223
m006,m003,1.338237,0.321,0.3201
m006,m003,1.328615,0.321,0.3197
m006,m007,1.334931,0.321,0.321
m006,m003,1.338275,0.321,0.3194
m006,m004,1.343213,0.321,0.3254
m006,m004,1.330769,0.321,0.3192
m006,m009,1.342884,0.321,0.3218
m006,m003,1.326141,0.321,0.3204
m006,m003,1.335089,0.321,0.3197
m006,m004,1.328844,0.321,0.3224
m006,m004,1.338431,0.321,0.3193
m006,m004,1.336366,0.321,0.3201
m006,m003,1.32553,0.321,0.3215
m006,m007,1.338823,0.321,0.3233
m006,m007,1.318573,0.321,0.3236
m006,m007,1.341127,0.321,0.3212
m006,m006,1.332842,0.321,0.3198
m006,m003,1.329199,0.321,0.3204
m006,m006,1.34227,0.321,0.3224
m006,m015,1.34134,0.321,0.3208
m006,m007,1.334696,0.321,0.3274
m006,m009,1.325561,0.321,0.321
m006,m010,1.328501,0.321,0.3199
m006,m009,1.318404,0.321,0.327
m006,m011,1.323209,0.321,0.3213
m006,m006,1.337058,0.321,0.3206
m006,m007,1.3396,0.321,0.3224
m006,m009,1.337038,0.321,0.3237
m006,m016,1.342875,0.321,0.3223
m006,m007,1.346512,0.321,0.3259
m006,m006,1.328706,0.321,0.3215
m006,m017,1.332151,0.321,0.3198
m006,m006,1.335955,0.321,0.3188
m006,m010,1.335757,0.321,0.3193
m006,m011,1.329732,0.321,0.3207
m006,m006,1.326116,0.321,0.3213
m006,m006,1.333276,0.321,0.3194
m006,m009,1.337702,0.321,0.321
m006,m006,1.339732,0.321,0.3226
m006,m017,1.334472,0.321,0.3227
m006,m023,1.344303,0.321,0.3228
m006,m007,1.33783,0.321,0.3195
m006,m006,1.341477,0.321,0.3206
m006,m036,1.324053,0.321,0.3226
m006,m015,1.324217,0.321,0.3215
m006,m016,1.33545,0.321,0.3247
m006,m010,1.333751,0.321,0.3201
m006,m019,1.345864,0.321,0.3267
m006,m011,1.327002,0.321,0.3204
m006,m010,1.322501,0.321,0.323
m006,m007,1.335138,0.321,0.3212
m006,m010,1.336124,0.321,0.3204
m006,m016,1.325811,0.321,0.3219
m006,m009,1.337742,0.321,0.3218
m006,m009,1.324267,0.321,0.322
m006,m007,1.322565,0.321,0.3215
m006,m015,1.330117,0.321,0.3223
m006,m010,1.340234,0.321,0.3239
m006,m016,1.332956,0.321,0.3223
m017,m003,1.344526,0.3227,0.3201
m017,m003,1.334746,0.3227,0.3197
m017,m007,1.341133,0.3227,0.321
m017,m003,1.344677,0.3227,0.3194
m017,m004,1.350139,0.3227,0.3254
m017,m004,1.33694,0.3227,0.3192
m017,m009,1.349453,0.3227,0.3218
m017,m003,1.332024,0.3227,0.3204
m017,m003,1.341489,0.3227,0.3197
m017,m004,1.335119,0.3227,0.3224
m017,m004,1.344838,0.3227,0.3193
m017,m004,1.342865,0.3227,0.3201
m017,m003,1.331352,0.3227,0.3215
m017,m007,1.345496,0.3227,0.3233
m017,m007,1.324279,0.3227,0.3236
m017,m007,1.347541,0.3227,0.3212
m017,m006,1.339175,0.3227,0.3198
m017,m003,1.335293,0.3227,0.3204
m017,m006,1.348998,0.3227,0.3224
m017,m015,1.347798,0.3227,0.3208
m017,m007,1.341381,0.3227,0.3274
m017,m009,1.331514,0.3227,0.321
m017,m010,1.334447,0.3227,0.3199
m017,m009,1.323988,0.3227,0.327
m017,m011,1.329009,0.3227,0.3213
m017,m006,1.34354,0.3227,0.3206
m017,m007,1.34607,0.3227,0.3224
m017,m009,1.343277,0.3227,0.3237
m017,m016,1.34963,0.3227,0.3223
m017,m007,1.353178,0.3227,0.3259
m017,m006,1.334578,0.3227,0.3215
m017,m017,1.338177,0.3227,0.3198
m017,m006,1.342275,0.3227,0.3188
m017,m010,1.341971,0.3227,0.3193
m017,m011,1.335833,0.3227,0.3207
m017,m006,1.332206,0.3227,0.3213
m017,m006,1.339465,0.3227,0.3194
m017,m009,1.344147,0.3227,0.321
m017,m006,1.346393,0.3227,0.3226
m017,m006,1.333235,0.3227,0.321
m017,m023,1.351022,0.3227,0.3228
m017,m007,1.344298,0.3227,0.3195
m017,m006,1.348025,0.3227,0.3206
m017,m036,1.329851,0.3227,0.3226
m017,m015,1.330198,0.3227,0.3215
m017,m016,1.34152,0.3227,0.3247
m017,m010,1.340139,0.3227,0.3201
m017,m019,1.352386,0.3227,0.3267
m017,m011,1.332902,0.3227,0.3204
m017,m010,1.328268,0.3227,0.323
m017,m007,1.341506,0.3227,0.3212
m017,m010,1.342333,0.3227,0.3204
m017,m016,1.331684,0.3227,0.3219
m017,m009,1.34415,0.3227,0.3218
m017,m009,1.330262,0.3227,0.322
m017,m007,1.328442,0.3227,0.3215
m017,m015,1.336352,0.3227,0.3223
m017,m010,1.346521,0.3227,0.3239
m017,m016,1.339069,0.3227,0.3223
m023,m003,1.356104,0.3228,0.3201
m023,m003,1.346096,0.3228,0.3197
m023,m007,1.352591,0.3228,0.321
m023,m003,1.356292,0.3228,0.3194
m023,m004,1.362024,0.3228,0.3254
m023,m004,1.348341,0.3228,0.3192
m023,m009,1.361217,0.3228,0.3218
m023,m003,1.343287,0.3228,0.3204
m023,m003,1.353028,0.3228,0.3197
m023,m004,1.346482,0.3228,0.3224
m023,m004,1.35646,0.3228,0.3193
m023,m004,1.35446,0.3228,0.3201
m023,m003,1.342583,0.3228,0.3215
m023,m007,1.357175,0.3228,0.3233
m023,m007,1.335385,0.3228,0.3236
m023,m007,1.359214,0.3228,0.3212
m023,m006,1.350649,0.3228,0.3198
m023,m003,1.346631,0.3228,0.3204
m023,m006,1.360796,0.3228,0.3224
m023,m015,1.359496,0.3228,0.3208
m023,m007,1.352947,0.3228,0.3274
m023,m009,1.342765,0.3228,0.321
m023,m010,1.345763,0.3228,0.3199
m023,m009,1.33503,0.3228,0.327
m023,m011,1.340211,0.3228,0.3213
m023,m006,1.355136,0.3228,0.3206
m023,m007,1.357693,0.3228,0.3224
m023,m009,1.354748,0.3228,0.3237
m023,m016,1.36146,0.3228,0.3223
m023,m007,1.365042,0.3228,0.3259
m023,m006,1.345868,0.3228,0.3215
m023,m017,1.349575,0.3228,0.3198
m023,m006,1.353821,0.3228,0.3188
m023,m010,1.353483,0.3228,0.3193
m023,m011,1.347177,0.3228,0.3207
m023,m006,1.34349,0.3228,0.3213
m023,m006,1.350911,0.3228,0.3194
m023,m009,1.355738,0.3228,0.321
m023,m006,1.358094,0.3228,0.3226
m023,m006,1.344506,0.3228,0.321
m023,m017,1.35214,0.3228,0.3227
m023,m007,1.355922,0.3228,0.3195
m023,m006,1.359755,0.3228,0.3206
m023,m036,1.341039,0.3228,0.3226
m023,m015,1.34143,0.3228,0.3215
m023,m016,1.352907,0.3228,0.3247
m023,m010,1.351644,0.3228,0.3201
m023,m019,1.364168,0.3228,0.3267
m023,m011,1.34418,0.3228,0.3204
m023,m010,1.339427,0.3228,0.323
m023,m007,1.353013,0.3228,0.3212
m023,m010,1.353833,0.3228,0.3204
m023,m016,1.342913,0.3228,0.3219
m023,m009,1.355716,0.3228,0.3218
m023,m009,1.34149,0.3228,0.322
m023,m007,1.339638,0.3228,0.3215
m023,m015,1.347717,0.3228,0.3223
m023,m010,1.35809,0.3228,0.3239
m023,m016,1.350445,0.3228,0.3223
m007,m003,1.347938,0.3195,0.3201
m007,m003,1.338046,0.3195,0.3197
m007,m007,1.344489,0.3195,0.321
m007,m003,1.348125,0.3195,0.3194
m007,m004,1.353796,0.3195,0.3254
m007,m004,1.340266,0.3195,0.3192
m007,m009,1.35299,0.3195,0.3218
m007,m003,1.335237,0.3195,0.3204
m007,m003,1.344913,0.3195,0.3197
m007,m004,1.338461,0.3195,0.3224
m007,m004,1.34829,0.3195,0.3193
m007,m004,1.34633,0.3195,0.3201
m007,m003,1.334541,0.3195,0.3215
m007,m007,1.34903,0.3195,0.3233
m007,m007,1.3274,0.3195,0.3236
m007,m007,1.351014,0.3195,0.3212
m007,m006,1.342563,0.3195,0.3198
m007,m003,1.338582,0.3195,0.3204
m007,m006,1.352581,0.3195,0.3224
m007,m015,1.351288,0.3195,0.3208
m007,m007,1.344886,0.3195,0.3274
m007,m009,1.334742,0.3195,0.321
m007,m010,1.337692,0.3195,0.3199
m007,m009,1.327063,0.3195,0.327
m007,m011,1.332182,0.3195,0.3213
m007,m006,1.347003,0.3195,0.3206
m007,m007,1.349542,0.3195,0.3224
m007,m009,1.346651,0.3195,0.3237
m007,m016,1.353229,0.3195,0.3223
m007,m007,1.356774,0.3195,0.3259
m007,m006,1.337799,0.3195,0.3215
m007,m017,1.341468,0.3195,0.3198
m007,m006,1.345682,0.3195,0.3188
m007,m010,1.345344,0.3195,0.3193
m007,m011,1.339127,0.3195,0.3207
m007,m006,1.335477,0.3195,0.3213
m007,m006,1.342811,0.3195,0.3194
m007,m009,1.347601,0.3195,0.321
m007,m006,1.349931,0.3195,0.3226
m007,m006,1.336454,0.3195,0.321
m007,m017,1.344068,0.3195,0.3227
m007,m023,1.354621,0.3195,0.3228
m007,m006,1.351545,0.3195,0.3206
m007,m036,1.333023,0.3195,0.3226
m007,m015,1.333426,0.3195,0.3215
m007,m016,1.344829,0.3195,0.3247
m007,m010,1.34355,0.3195,0.3201
m007,m019,1.355925,0.3195,0.3267
m007,m011,1.336124,0.3195,0.3204
m007,m010,1.331422,0.3195,0.323
m007,m007,1.344916,0.3195,0.3212
m007,m010,1.345702,0.3195,0.3204
m007,m016,1.334886,0.3195,0.3219
m007,m009,1.347589,0.3195,0.3218
m007,m009,1.333493,0.3195,0.322
m007,m007,1.331633,0.3195,0.3215
m007,m015,1.339686,0.3195,0.3223
m007,m010,1.349937,0.3195,0.3239
m007,m016,1.34238,0.3195,0.3223
m006,m003,1.353293,0.3206,0.3201
m006,m003,1.343362,0.3206,0.3197
m006,m007,1.349823,0.3206,0.321
m006,m003,1.353445,0.3206,0.3194
m006,m004,1.358995,0.3206,0.3254
m006,m004,1.345589,0.3206,0.3192
m006,m009,1.358302,0.3206,0.3218
m006,m003,1.340632,0.3206,0.3204
m006,m003,1.350194,0.3206,0.3197
m006,m004,1.343707,0.3206,0.3224
m006,m004,1.353611,0.3206,0.3193
m006,m004,1.351591,0.3206,0.3201
m006,m003,1.33995,0.3206,0.3215
m006,m007,1.354246,0.3206,0.3233
m006,m007,1.332799,0.3206,0.3236
m006,m007,1.356355,0.3206,0.3212
m006,m006,1.347843,0.3206,0.3198
m006,m003,1.343909,0.3206,0.3204
m006,m006,1.357834,0.3206,0.3224
m006,m015,1.356621,0.3206,0.3208
m006,m007,1.350032,0.3206,0.3274
m006,m009,1.340094,0.3206,0.321
m006,m010,1.343084,0.3206,0.3199
m006,m009,1.332487,0.3206,0.327
m006,m011,1.337587,0.3206,0.3213
m006,m006,1.352271,0.3206,0.3206
m006,m007,1.354827,0.3206,0.3224
m006,m009,1.351967,0.3206,0.3237
m006,m016,1.358485,0.3206,0.3223
m006,m007,1.362084,0.3206,0.3259
m006,m006,1.343212,0.3206,0.3215
m006,m017,1.346862,0.3206,0.3198
m006,m006,1.351007,0.3206,0.3188
m006,m010,1.350703,0.3206,0.3193
m006,m011,1.344452,0.3206,0.3207
m006,m006,1.340777,0.3206,0.3213
m006,m006,1.348148,0.3206,0.3194
m006,m009,1.352884,0.3206,0.321
m006,m006,1.355165,0.3206,0.3226
m006,m006,1.341848,0.3206,0.321
m006,m017,1.349366,0.3206,0.3227
m006,m023,1.359903,0.3206,0.3228
m006,m007,1.353056,0.3206,0.3195
m006,m036,1.338418,0.3206,0.3226
m006,m015,1.338754,0.3206,0.3215
m006,m016,1.350184,0.3206,0.3247
m006,m010,1.348819,0.3206,0.3201
m006,m019,1.361261,0.3206,0.3267
m006,m011,1.341518,0.3206,0.3204
m006,m010,1.336818,0.3206,0.323
m006,m007,1.350193,0.3206,0.3212
m006,m010,1.351056,0.3206,0.3204
m006,m016,1.340266,0.3206,0.3219
m006,m009,1.352876,0.3206,0.3218
m006,m009,1.33881,0.3206,0.322
m006,m007,1.336994,0.3206,0.3215
m006,m015,1.344953,0.3206,0.3223
m006,m010,1.355281,0.3206,0.3239
m006,m016,1.347712,0.3206,0.3223
m036,m003,1.334002,0.3226,0.3201
m036,m003,1.324423,0.3226,0.3197
m036,m007,1.330719,0.3226,0.321
m036,m003,1.334044,0.3226,0.3194
m036,m004,1.338982,0.3226,0.3254
m036,m004,1.326568,0.3226,0.3192
m036,m009,1.338636,0.3226,0.3218
m036,m003,1.321939,0.3226,0.3204
m036,m003,1.33088,0.3226,0.3197
m036,m004,1.324672,0.3226,0.3224
m036,m004,1.334199,0.3226,0.3193
m036,m004,1.332155,0.3226,0.3201
m036,m003,1.321329,0.3226,0.3215
m036,m007,1.334615,0.3226,0.3233
m036,m007,1.314394,0.3226,0.3236
m036,m007,1.336883,0.3226,0.3212
m036,m006,1.328643,0.3226,0.3198
m036,m003,1.325005,0.3226,0.3204
m036,m006,1.338035,0.3226,0.3224
m036,m015,1.337095,0.3226,0.3208
m036,m007,1.330526,0.3226,0.3274
m036,m009,1.321373,0.3226,0.321
m036,m010,1.324292,0.3226,0.3199
m036,m009,1.314228,0.3226,0.327
m036,m011,1.319014,0.3226,0.3213
m036,m006,1.332845,0.3226,0.3206
m036,m007,1.335379,0.3226,0.3224
m036,m009,1.332829,0.3226,0.3237
m036,m016,1.338635,0.3226,0.3223
m036,m007,1.342253,0.3226,0.3259
m036,m006,1.324494,0.3226,0.3215
m036,m017,1.32793,0.3226,0.3198
m036,m006,1.331732,0.3226,0.3188
m036,m010,1.33153,0.3226,0.3193
m036,m011,1.325539,0.3226,0.3207
m036,m006,1.32194,0.3226,0.3213
m036,m006,1.329064,0.3226,0.3194
m036,m009,1.333486,0.3226,0.321
m036,m006,1.335515,0.3226,0.3226
m036,m006,1.323139,0.3226,0.321
m036,m017,1.330274,0.3226,0.3227
m036,m023,1.340053,0.3226,0.3228
m036,m007,1.333607,0.3226,0.3195
m036,m006,1.337235,0.3226,0.3206
m036,m015,1.32004,0.3226,0.3215
m036,m016,1.331242,0.3226,0.3247
m036,m010,1.329551,0.3226,0.3201
m036,m019,1.341609,0.3226,0.3267
m036,m011,1.322797,0.3226,0.3204
