manifold_e,manifold_nu,fitness,fit_e,fit_nu
m007,m007,1.333241,0.3215,0.3212
m007,m006,1.325005,0.3215,0.3198
m007,m003,1.321228,0.3215,0.3204
m007,m006,1.334593,0.3215,0.3224
m007,m015,1.333478,0.3215,0.3208
m007,m007,1.327145,0.3215,0.3274
m007,m009,1.317516,0.3215,0.321
m007,m010,1.320402,0.3215,0.3199
m007,m009,1.310159,0.3215,0.327
m007,m011,1.315049,0.3215,0.3213
m007,m006,1.329282,0.3215,0.3206
m007,m007,1.331802,0.3215,0.3224
m007,m009,1.32913,0.3215,0.3237
m007,m016,1.335203,0.3215,0.3223
m007,m007,1.33875,0.3215,0.3259
m007,m006,1.320558,0.3215,0.3215
m007,m017,1.324075,0.3215,0.3198
m007,m006,1.328055,0.3215,0.3188
m007,m010,1.327783,0.3215,0.3193
m007,m011,1.321766,0.3215,0.3207
m007,m006,1.318182,0.3215,0.3213
m007,m006,1.325321,0.3215,0.3194
m007,m009,1.329897,0.3215,0.321
m007,m006,1.332057,0.3215,0.3226
m007,m006,1.319225,0.3215,0.321
m007,m017,1.326586,0.3215,0.3227
m007,m023,1.336587,0.3215,0.3228
m007,m007,1.33002,0.3215,0.3195
m007,m006,1.333675,0.3215,0.3206
m007,m036,1.315906,0.3215,0.3226
m007,m015,1.316213,0.3215,0.3215
m007,m016,1.327442,0.3215,0.3247
m007,m010,1.325945,0.3215,0.3201
m007,m019,1.338027,0.3215,0.3267
m007,m011,1.318885,0.3215,0.3204
m007,m010,1.314343,0.3215,0.323
m007,m007,1.327317,0.3215,0.3212
m007,m010,1.328156,0.3215,0.3204
m007,m016,1.317707,0.3215,0.3219
m007,m009,1.329921,0.3215,0.3218
m007,m009,1.316281,0.3215,0.322
m007,m015,1.322269,0.3215,0.3223
m007,m010,1.332308,0.3215,0.3239
m007,m016,1.324986,0.3215,0.3223
m015,m003,1.337303,0.3223,0.3201
m015,m003,1.327523,0.3223,0.3197
m015,m007,1.333911,0.3223,0.321
m015,m003,1.337528,0.3223,0.3194
m015,m004,1.3433,0.3223,0.3254
m015,m004,1.329719,0.3223,0.3192
m015,m009,1.342368,0.3223,0.3218
m015,m003,1.32463,0.3223,0.3204
m015,m003,1.334388,0.3223,0.3197
m015,m004,1.328028,0.3223,0.3224
m015,m004,1.33769,0.3223,0.3193
m015,m004,1.335818,0.3223,0.3201
m015,m003,1.323923,0.3223,0.3215
m015,m007,1.338559,0.3223,0.3233
m015,m007,1.316831,0.3223,0.3236
m015,m007,1.340374,0.3223,0.3212
m015,m006,1.332057,0.3223,0.3198
m015,m003,1.328046,0.3223,0.3204
m015,m006,1.342032,0.3223,0.3224
m015,m015,1.340653,0.3223,0.3208
m015,m007,1.334538,0.3223,0.3274
m015,m009,1.324195,0.3223,0.321
m015,m010,1.327075,0.3223,0.3199
m015,m009,1.316475,0.3223,0.327
m015,m011,1.321579,0.3223,0.3213
m015,m006,1.33648,0.3223,0.3206
m015,m007,1.338988,0.3223,0.3224
m015,m009,1.33609,0.3223,0.3237
m015,m016,1.342669,0.3223,0.3223
m015,m007,1.346128,0.3223,0.3259
m015,m006,1.327158,0.3223,0.3215
m015,m017,1.330826,0.3223,0.3198
m015,m006,1.335096,0.3223,0.3188
m015,m010,1.334719,0.3223,0.3193
m015,m011,1.328591,0.3223,0.3207
m015,m006,1.324994,0.3223,0.3213
m015,m006,1.332232,0.3223,0.3194
m015,m009,1.33706,0.3223,0.321
m015,m006,1.33943,0.3223,0.3226
m015,m006,1.325846,0.3223,0.321
m015,m017,1.333545,0.3223,0.3227
m015,m023,1.344018,0.3223,0.3228
m015,m007,1.337205,0.3223,0.3195
m015,m006,1.340939,0.3223,0.3206
m015,m036,1.322434,0.3223,0.3226
m015,m015,1.322919,0.3223,0.3215
m015,m016,1.334236,0.3223,0.3247
m015,m010,1.33305,0.3223,0.3201
m015,m019,1.345263,0.3223,0.3267
m015,m011,1.325513,0.3223,0.3204
m015,m010,1.320839,0.3223,0.323
m015,m007,1.334403,0.3223,0.3212
m015,m010,1.335087,0.3223,0.3204
m015,m016,1.324307,0.3223,0.3219
m015,m009,1.337046,0.3223,0.3218
m015,m009,1.323,0.3223,0.322
m015,m007,1.321091,0.3223,0.3215
m015,m010,1.339314,0.3223,0.3239
m015,m016,1.331822,0.3223,0.3223
m010,m003,1.353995,0.3239,0.3201
m010,m003,1.344192,0.3239,0.3197
m010,m007,1.350589,0.3239,0.321
m010,m003,1.354047,0.3239,0.3194
m010,m004,1.359118,0.3239,0.3254
m010,m004,1.346388,0.3239,0.3192
m010,m009,1.358754,0.3239,0.3218
m010,m003,1.341696,0.3239,0.3204
m010,m003,1.350787,0.3239,0.3197
m010,m004,1.344389,0.3239,0.3224
m010,m004,1.354208,0.3239,0.3193
m010,m004,1.352094,0.3239,0.3201
m010,m003,1.341067,0.3239,0.3215
m010,m007,1.354585,0.3239,0.3233
m010,m007,1.334012,0.3239,0.3236
m010,m007,1.356944,0.3239,0.3212
m010,m006,1.34849,0.3239,0.3198
m010,m003,1.344771,0.3239,0.3204
m010,m006,1.358139,0.3239,0.3224
m010,m015,1.357173,0.3239,0.3208
m010,m007,1.350335,0.3239,0.3274
m010,m009,1.341082,0.3239,0.321
m010,m010,1.344093,0.3239,0.3199
m010,m009,1.333803,0.3239,0.327
m010,m011,1.338725,0.3239,0.3213
m010,m006,1.352788,0.3239,0.3206
m010,m007,1.355352,0.3239,0.3224
m010,m009,1.352687,0.3239,0.3237
m010,m016,1.358769,0.3239,0.3223
m010,m007,1.362444,0.3239,0.3259
m010,m006,1.344286,0.3239,0.3215
m010,m017,1.347802,0.3239,0.3198
m010,m006,1.35168,0.3239,0.3188
m010,m010,1.351472,0.3239,0.3193
m010,m011,1.345306,0.3239,0.3207
m010,m006,1.341633,0.3239,0.3213
m010,m006,1.348933,0.3239,0.3194
m010,m009,1.353433,0.3239,0.321
m010,m006,1.35552,0.3239,0.3226
m010,m006,1.342899,0.3239,0.321
m010,m017,1.350087,0.3239,0.3227
m010,m023,1.360221,0.3239,0.3228
m010,m007,1.353594,0.3239,0.3195
m010,m006,1.357323,0.3239,0.3206
m010,m036,1.339548,0.3239,0.3226
m010,m015,1.339711,0.3239,0.3215
m010,m016,1.351055,0.3239,0.3247
m010,m010,1.349418,0.3239,0.3201
m010,m019,1.361743,0.3239,0.3267
m010,m011,1.342567,0.3239,0.3204
m010,m010,1.337977,0.3239,0.323
m010,m007,1.350804,0.3239,0.3212
m010,m010,1.351825,0.3239,0.3204
m010,m016,1.341328,0.3239,0.3219
m010,m009,1.353454,0.3239,0.3218
m010,m009,1.339751,0.3239,0.322
m010,m007,1.338051,0.3239,0.3215
m010,m015,1.345673,0.3239,0.3223
m010,m016,1.34855,0.3239,0.3223
m016,m003,1.343831,0.3223,0.3201
m016,m003,1.334109,0.3223,0.3197
m016,m007,1.34047,0.3223,0.321
m016,m003,1.343929,0.3223,0.3194
m016,m004,1.349152,0.3223,0.3254
m016,m004,1.336288,0.3223,0.3192
m016,m009,1.348634,0.3223,0.3218
m016,m003,1.331504,0.3223,0.3204
m016,m003,1.340734,0.3223,0.3197
m016,m004,1.334408,0.3223,0.3224
m016,m004,1.344088,0.3223,0.3193
m016,m004,1.342066,0.3223,0.3201
m016,m003,1.33086,0.3223,0.3215
m016,m007,1.344615,0.3223,0.3233
m016,m007,1.323832,0.3223,0.3236
m016,m007,1.346791,0.3223,0.3212
m016,m006,1.338448,0.3223,0.3198
m016,m003,1.334673,0.3223,0.3204
m016,m006,1.348102,0.3223,0.3224
m016,m015,1.347029,0.3223,0.3208
m016,m007,1.340481,0.3223,0.3274
m016,m009,1.330957,0.3223,0.321
m016,m010,1.333901,0.3223,0.3199
m016,m009,1.323595,0.3223,0.327
m016,m011,1.328526,0.3223,0.3213
m016,m006,1.342749,0.3223,0.3206
m016,m007,1.345286,0.3223,0.3224
m016,m009,1.342593,0.3223,0.3237
m016,m016,1.348724,0.3223,0.3223
m016,m007,1.352317,0.3223,0.3259
m016,m006,1.334066,0.3223,0.3215
m016,m017,1.337599,0.3223,0.3198
m016,m006,1.341562,0.3223,0.3188
m016,m010,1.341308,0.3223,0.3193
m016,m011,1.33521,0.3223,0.3207
m016,m006,1.331582,0.3223,0.3213
m016,m006,1.338808,0.3223,0.3194
m016,m009,1.343374,0.3223,0.321
m016,m006,1.345521,0.3223,0.3226
m016,m006,1.33271,0.3223,0.321
m016,m017,1.340024,0.3223,0.3227
m016,m023,1.350136,0.3223,0.3228
m016,m007,1.343518,0.3223,0.3195
m016,m006,1.347214,0.3223,0.3206
m016,m036,1.329366,0.3223,0.3226
m016,m015,1.329624,0.3223,0.3215
m016,m016,1.340913,0.3223,0.3247
m016,m010,1.339387,0.3223,0.3201
m016,m019,1.351588,0.3223,0.3267
m016,m011,1.332375,0.3223,0.3204
m016,m010,1.327795,0.3223,0.323
m016,m007,1.340763,0.3223,0.3212
m016,m010,1.341671,0.3223,0.3204
m016,m016,1.331165,0.3223,0.3219
m016,m009,1.343392,0.3223,0.3218
m016,m009,1.32968,0.3223,0.322
m016,m007,1.327918,0.3223,0.3215
m016,m015,1.335662,0.3223,0.3223
m016,m010,1.345823,0.3223,0.3239
