words,fitness,U00,U01,U02,U10,U11,U12,U20,U21,U22
aab aBa baa,0.734102235490274,0.7385040303311292,0.6670635611908287,0.09817332894472233,0.6742247712990416,0.7293715175865587,0.11592302230461043,0.005723194163580725,0.15180050943554116,0.9883945823322162
AA aaB aba,0.7691088534584477,0.7127222599398291,0.699884486844793,0.04678338658395945,0.7014426224173063,0.7113489109944552,0.044282889283957065,0.002286403856625092,0.06437726229814224,0.9979230132913063
AA aaB aBa,0.7701912343456679,0.7127241228743861,0.7014444463351341,0.00011566561299235085,0.7014444558688129,0.7127241127210573,0.00012031993504022667,1.960078825060629e-06,0.0001668879231340009,0.9999999860722895
aa aaa baa,0.7821972021707131,0.7071067657891297,0.7042820736071794,0.06314097378729781,0.7071067657891297,0.7043083657265949,0.06284701856707212,0.00020868750207103927,0.08908696180196413,0.9960238298787946
BB aaa aab,0.8110821692312046,0.9999999999840328,4.755125223290576e-06,3.0533305272989683e-06,5.6508783495638034e-06,0.837596754098577,0.5462890054646854,4.021289023573597e-08,0.5462890054732168,0.837596754112074
AA aaa aab,0.811085024434311,0.9999999999999578,1.5949650315633622e-07,2.42377688096911e-07,1.1854871628864254e-09,0.8375967541238837,0.5462890054551109,2.901459509048666e-07,0.5462890054550877,0.8375967541238486
aa BB aab,0.8565714286734643,0.8375967541144871,2.296476347359095e-06,0.5462890054646912,4.733157363565663e-06,0.9999999999841372,3.0533305272987544e-06,0.5462890054490136,5.143131567754278e-06,0.8375967541120701
aa AA aab,0.8565736104143903,0.8375967541238694,1.3323996641520917e-07,0.5462890054551166,9.929601996892265e-10,0.9999999999999706,2.4237768809690995e-07,0.5462890054551328,2.0247232158207468e-07,0.8375967541238449
bb aBa baa,0.92536898809956,0.7124929638990485,0.6307225915154862,0.30747811132882036,0.7011887004732386,0.6563778574368281,0.27839273445133217,0.026233236990506864,0.41395304180381176,0.9099201593867298
bb aaa aab,0.9489824321835149,0.7402435954094482,0.3899251074812793,0.5477205765817147,0.24199101982076515,0.9145710284173467,0.3240373131380747,0.6272796551629897,0.10732308482031908,0.7713637207460896
aa bb aab,0.9552141794801364,0.8078592650547713,0.49230399913002826,0.3240373131380794,0.2640950744249664,0.7938866176309245,0.5477205765817108,0.5268939167703838,0.35690448412300935,0.7713637207460904
bb AA aab,1.0129013151621709,0.7629186916451673,1.070358406598698e-06,0.6464944469500726,4.311160717163707e-06,0.999999999984818,3.431903704192955e-06,0.6464944469365841,5.405404947410723e-06,0.7629186916381993
